,Date,IPC,Title,Claims,Abstract,Ticker,PatentNumber
10,2023-10-10,c07d471/04,cxcr4 inhibitors and uses thereof,19,"the present invention provides compounds, compositions thereof, and methods of using the same.",XFOR,11780837
11,2023-10-10,g06t019/20,virtual try-on systems and methods for spectacles,24,"various aspects of the subject technology relate to systems, methods, and machine-readable media for virtual try-on of items such as spectacles. a virtual try-on interface may be implemented at a server or at a user device, and may use collision detection between three-dimensional models of the spectacles and of a user's face and head to determine the correct size and position of the spectacles for virtual try-on. with the determined size and position, a virtual representation of the spectacles is superimposed on an image of the user.",WRBY,11783557
12,2023-10-10,h03f003/187,high output power density radio frequency transistor amplifiers in flat no-lead overmold packages,22,"packaged rf transistor amplifiers are provided that include a flat no-lead overmold package that includes a die pad, a plurality of terminal pads and an overmold encapsulation that at least partially covers the die pad and the terminal pads and an rf transistor amplifier die mounted on the die pad and at least partially covered by the overmold encapsulation. these packaged rf transistor amplifiers may have an output power density of at least 3.0 w/mm 2 .",WOLF,11784613
13,2023-10-10,h01l023/66,systems and processes for increasing semiconductor device reliability,24,a system configured to increase a reliability of electrical connections in a device. the system including a lead configured to electrically connect a pad of at least one support structure to a pad of at least one electrical component. the lead includes an upper portion that includes a lower surface arranged on a lower surface thereof. the lower surface of the upper portion is arranged vertically above a first upper surface of a first pad connection portion; and the lower surface of the upper portion is arranged vertically above a second upper surface of the second pad connection portion. a process configured to increase a reliability of electrical connections in a device is also disclosed.,WOLF,11784155
14,2023-10-10,b60j007/14,tonneau system for use with a pickup truck,24,"a tonneau system for use with a pickup truck. the tonneau system includes a frame and a tonneau cover having a plurality of tonneau sections moveable between a folded position and an unfolded position. the tonneau cover includes solar energy-receiving material secured to a top exposed surface of at least two of the tonneau sections. the solar energy-receiving material moves with their corresponding tonneau sections between the unfolded and folded positions. a battery, transformer, and/or electrical cabling system may be included within the circuit for power storage and conversion.",WKSP,11780305
15,2023-10-10,g05d001/10,package delivery by means of an automated multi-copter uas/uav dispatched from a conventional delivery vehicle,20,"methods and associated systems for autonomous package delivery utilize a uas/uav, an infrared positioning senor, and a docking station integrated with a package delivery vehicle. the uas/uav accepts a package for delivery from the docking station on the delivery vehicle and uploads the delivery destination. the uas/uav autonomously launches from its docked position on the delivery vehicle. the uas/uav autonomously flies to the delivery destination by means of gps navigation. the uas/uav is guided in final delivery by means of a human supervised live video feed from the uas/uav. the uas/uav is assisted in the descent and delivery of the parcel by precision sensors and if necessary by means of remote human control. the uas/uav autonomously returns to the delivery vehicle by means of gps navigation and precision sensors. the uas/uav autonomously docks with the delivery vehicle for recharging and preparation for the next delivery sequence.",WKHS,11782457
16,2023-10-10,h01b007/00,"system, composition and method of application of same for reducing the coefficient of friction and required pulling force during installation of wire or cable",20,"a composition and method for reducing the coefficient of friction and required pulling force of a wire or cable are provided. a composition of aqueous emulsion is provided that is environmentally friendly, halogen free and solvent free. the composition is compatible with various types of insulating materials and may be applied after the wire or cable is cooled and also by spraying or submerging the wire or cable in a bath. the composition contains lubricating agents that provide lower coefficient of friction for wire or cable installation and continuous wire or cable surface lubrication thereafter.",WIRE,11783963
17,2023-10-10,f16f015/126,vibration isolator for an appliance motor having internal silencing voids,17,a laundry appliance includes a cabinet. a rotating drum is positioned within the cabinet. a blower directs process air through an airflow path. the airflow path includes the drum. a motor is coupled to the cabinet via a retaining bracket. the motor includes a drive shaft operably coupled to one of the drum and the blower. a damping ring is positioned about the drive shaft and between the motor and the retaining bracket. damping apertures are defined within a body of the damping ring. the damping apertures define respective voids that absorb operational vibrations generated by the motor in an activated state.,WHR,11781616
18,2023-10-10,a47b096/02,trim assembly for an appliance shelf,14,an appliance includes a cabinet that has an inner surface. a frame is coupled to the inner surface of the cabinet. the frame includes a frame boss that extends from a bottom surface thereof. a panel is positioned within the frame. the frame extends along a perimeter of the panel. an inner trim member has a flange that extends therefrom. the flange defines an aperture configured to align with the frame boss. a fastener is configured to extend through the aperture and engage the frame boss to couple the inner trim member with the frame. an outer trim member is disposed over the inner trim member. the inner trim member is configured to slidably receive the outer trim member.,WHR,11779113
19,2023-10-10,d06f034/32,user-interface system for a laundry appliance,19,a laundry appliance includes a cabinet. a door is coupled to the cabinet. the door is operable between an opened position and a closed position. an audio interface is disposed on the door. the audio interface includes a microphone for receiving a voice command and a speaker for projecting an audio output. a visual interface is disposed on the door. the visual interface is configured to display a message in response to at least one of the voice command and the audio output. a microcontroller is disposed on the door. the microcontroller is operably coupled to the audio interface and the visual interface. a proximity sensor is configured to communicate sensed information to the microcontroller. the microcontroller is configured to activate at least one of the audio interface and the visual interface in response to the sensed information.,WHR,11782677
20,2023-10-10,f25d023/12,water dispensing system,20,"a refrigerator water dispenser includes a shelf having a lower surface. a water dispenser tube is disposed adjacent to the shelf for dispensing water into a container. an actuator support is operably coupled to the lower surface of the shelf. a load cell is disposed on the actuator support, wherein the load cell sends a signal in response to movement by the actuator support. a controller is operably coupled to the load cell, wherein the controller activates a water dispensing sequence to dispense water via the water dispenser tube in response to the signal from the load cell.",WHR,11781805
21,2023-10-10,f24c015/16,automatic rack system for a cooking appliance,17,a rack assembly for a cooking appliance includes a rack operable between a stowed position and a deployed position. at least one telescoping actuator is operable between a retracted position and an extended position. at least one connector has a first end coupled to a distal end of the telescoping actuator and a second end coupled to the rack. the rack is adjusted from the stowed position to the deployed position as the telescoping actuator adjusts from the retracted position to the extended position.,WHR,11781757
22,2023-10-10,f24c015/04,oven door assembly,19,"a method of cooling an oven door assembly having an inner frame and an outer frame together forming a portion of an oven door for an oven, the method comprising sealing an inner glass panel against the inner frame of the oven door and spacing an outer glass panel from the inner glass panel to define an air gap between the inner glass panel and the outer glass panel.",WHR,11781750
23,2023-10-10,e03b001/04,water reclamation system for household use having a removable sanitizing module,18,"a water reclamation system includes a collection basin that collects greywater from non-toilet sources. the collection basin is part of a fluid path of the greywater. a plurality of sensors are disposed within the fluid path. the plurality of sensors monitor a particulate level within the greywater. the plurality of sensors include at least a turbidity sensor and a conductivity sensor. a coagulation and filtration system separates particulate from the greywater to define filtered greywater. a staging basin is included, where the filtered greywater is delivered from the coagulation and filtration system to the staging basin to define flush water.",WHR,11781294
24,2023-10-10,a47l015/42,dishwasher system with a reuse tank,11,"a dishwasher comprising a tub, a reuse tank, and a controller for implementing a wash cycle in the tub, the controller comprising a clock, the controller operably coupled to a recirculation pump and a drain pump, the controller configured (a) to cause the recirculation pump to supply liquid used during the wash cycle to the reuse tank, (b) to monitor via a clock a period of time that the liquid is within the reuse tank, and (c) when the period of time is greater than a predetermined period of time, (i) to cause a control valve in an outlet conduit to open and allow the liquid to flow from the reuse tank to a sump and (ii) to cause a drain pump to drain the liquid from the sump and out of the dishwasher.",WHR,11779190
25,2023-10-10,d06f023/04,method of operating a fabric treating appliance,20,"a method of operating a laundry treating appliance having a tub with a terminal edge and a dual-wall basket, with outer and inner walls, the inner wall having perforations above the terminal edge, and the basket located within the tub and having at least one drain opening in a bottom of the basket. the method comprising altering a level of liquid in the tub to correspondingly alter a height of a float valve in the tub to selectively open/close the drain opening to effect a filling of liquid in the basket above the tub terminal edge when the float valve is in the closed position.",WHR,11781258
26,2023-10-10,d06f029/00,laundry treating appliance with removable basket,20,a laundry treating appliance includes a first basket assembly including a first basket defining a first treating chamber for receiving laundry for treatment in a first wash environment. a balance ring forms an upper periphery of the first basket assembly and is operably coupled to the first basket. a second basket is selectively receivable within at least a portion of the first treating chamber. the second basket defines a second treating chamber for receiving laundry for treatment in a second wash environment.,WHR,11781259
27,2023-10-10,g11b027/36,data storage device and method for legitimized data transfer,17,"a data storage device and method for legitimized data transfer are provided. in one embodiment, a data storage device is provided comprising a memory and a controller. the controller is configured to receive a request from a host for a frame of media data; read the frame of media data from the memory, wherein the frame of media data comprises a plurality of fragments; determine whether a fragment of the plurality of fragments contains an error that would prevent playback of other fragments of the plurality of fragments, even if the other fragments do not contain an error; and in response to determining that the fragment contains the error, refrain from sending the other fragments to the host. other embodiments are provided.",WDC,11783866
28,2023-10-10,h01l023/552,semiconductor device including conductive bumps to improve emi/rfi shielding,18,"a semiconductor device has shielding to prevent transmission and/or reception of emi and/or rfi radiation. the semiconductor device comprises a substrate including grounded contact pads around a periphery of the substrate, exposed at one or more edges of the substrate. a bump made of gold or other non-oxidizing conductive material may be formed on the contact pads, for example using ultrasonic welding to remove an oxidation layer between the contact pads and the conductive bumps. the conductive bumps electrically couple to a conductive coating applied around the periphery of the semiconductor device.",WDC,11784135
29,2023-10-10,g11b005/40,data storage device with detection and mitigation of non-nominal head heat dissipation,20,"various illustrative aspects are directed to a data storage device, comprising one or more disks; a head, configured to be positioned proximate to a disk surface among the one or more disks; a temperature sensor; and one or more processing devices. the one or more processing devices are configured to: detect, via the temperature sensor, a non-nominal heat dissipation of a portion of the head; and, in response to detecting the non-nominal heat dissipation of the portion of the head, mitigate the non-nominal heat dissipation of the portion of the head.",WDC,11783854
30,2023-10-10,g11b005/39,topological insulator based spin torque oscillator reader,27,"the present disclosure generally relates to a bismuth antimony (bisb) based sto (spin torque oscillator) sensor. the sto sensor comprises a sot device and a magnetic tunnel junction (mtj) structure. by utilizing a bisb layer within the sot device, a larger spin hall angle (sha) can be achieved, thereby improving the efficiency and reliability of the sto sensor.",WDC,11783853
31,2023-10-10,g06f012/00,storage system and method for host memory access,20,"a storage system and method for host memory access are provided. in one embodiment, a storage system is configured to receive a write command from a host that is recognized by the storage system as a read host memory command and receive a read command from the host that is recognized by the storage system as a write host memory command. this provides a communication channel that allows the storage system to access the host memory. the storage system can use the host memory as a backup write cache and/or to stream data of different types stored in different areas of the host memory. hibernation can be avoided, and timeout delays can be ignored. other embodiments are provided.",WDC,11782648
32,2023-10-10,g06f011/00,system and method for memory hang recovery using a distributed power management system,17,"a data storage device includes a non-volatile memory device including a memory block having a number of arrays, a number of power regulators, and a controller coupled to the non-volatile memory device. the arrays include a number of memory devices. a first array is determined to be in a non-responsive condition and a power regulator supplying power to the first array is instructed to cycle power to the first array. after the power to the first array has been cycled, a determination is made as to whether the first array is in a responsive condition.",WDC,11782791
33,2023-10-10,h05k007/20,microchannel heat sink for datacenter solid state drives,18,"a heat sink for use in drawing heat away from electronic devices such as solid state drives (ssds) includes microchannels formed along its length. the microchannels may have a triangular cross-section and may be formed by additive manufacturing. two pairs of microchannels are provided, with coolant fluid running in a first direction through the first pair, and in a second opposite direction in the second pair to minimize thermal gradients along the length of the ssd and heat sink. the walls of the microchannel may be formed with a roughness that provides turbulent flow through the microchannels. the turbulent flow together with the large surface area of the three sides of the triangular microchannels increases the heat transfer coefficient of the microchannels, while the triangular shape and pumping fluid through a pair of microchannels reduces pressure drop along the microchannels.",WDC,11785742
34,2023-10-10,g06f003/06,systems and methods of determining degradation in analog compute-in-memory (acim) modules,18,"certain aspects of the present disclosure provide techniques for performing compute in memory (cim) computations. a device comprises a cim module configured to apply a plurality of analog weights to data using multiply-accumulate operations to generate an output. the device further comprises a digital weight storage unit configured to store digital weight references, wherein a digital weight reference corresponds to an analog weight of the plurality of analog weights. the device also comprises a device controller configured to program the plurality of analog weights to the cim module based on the digital weight references and determine degradation of one or more analog weights. the digital weight references in the digital weight storage unit are populated with values from a host device. degraded analog weights in the cim module are replaced with corresponding digital weight references from the digital weight storage unit without reference to the host device.",WDC,11782642
35,2023-10-10,g06f003/06,providing priority indicators for nvme data communication streams,20,"systems and methods described herein provide for determining priority levels within one or more data streams established between a host computing device and a storage device. data streams that have been assigned a sufficiently high priority may be provided additional processing resources available within the storage device. these additional processing resources may include an increased number of write buffers, superblocks, and access to other ancillary resources that facilitate an increased level of performance compared to data streams not provided additional processing resources. the assignment of priority to the data streams can occur through the use of one or more priority identifiers. many types and scales of priority identifiers may be used. the establishing of this system of priority identifiers can occur by the storage device notifying the hose of the accepted priority identifier usage. in other embodiments, the storage device may come preconfigured with a priority indication system and scale.",WDC,11782602
36,2023-10-10,b23k001/005,reliable transportation mechanism for micro solder balls,7,"a solder ball bonding (sbb) tool includes a rotatable feed plate for transporting solder balls from a translatable solder ball reservoir to a nozzle unit, which is a position at which a laser light source can irradiate and thus melt the solder balls. the sbb tool includes a gap between the reservoir and the feed plate positioned over the reservoir, and a feed mechanism coupled with the reservoir, where the feed mechanism is driven by a pressurized gas to translate the reservoir upward across at least a portion of the gap in preparation for movement of a solder ball to the feed plate and downward in preparation for rotation of the feed plate after a solder ball is moved to the feed plate. the gap may have a maximum size that exceeds a nominal size of the solder balls contained in the reservoir.",WDC,11780022
37,2023-10-10,g06f003/06,method to ensure message arrival before a message pointer,20,"aspects of a storage device are provided that allows a controller to prevent message pointers from being stored in controller memory prior to associated messages due to race conditions, bus arbitration, or similar circumstances. the storage device may include hardware that routes order-sensitive transactions including messages to a first memory and order-sensitive transactions including message pointers to a second memory. the messages and message pointers may be provided from a first processor of the controller to a second processor of the controller. the hardware may hold delivery of each message pointer to the second memory until a delivery acknowledgement of an associated message is received from the first memory. the hardware may also route order-insensitive transactions including other instructions to a third memory different than the first and second memories without holding delivery. as a result, order-sensitive transactions may processed in the order received, without delaying processing of order-insensitive transactions.",WDC,11782635
38,2023-10-10,g06f003/06,lock or unlock indicator on a data storage device,20,"a data storage device  100  comprising: a non-volatile storage medium  108  configured to store user data  109 ; a data port  106  configured to transmit data and power between a host computer system  130  and the data storage device  100 ; a data access state indicator  140 ; and a controller  110  configured to: selectively set a data access state of the data storage device  100  to either: an unlocked state to enable access to the user data  109 ; or a locked state to disable access to the user data  109 ; and generate an indicator control signal to cause the data access state indicator  140  to indicate the data access state, wherein the data access state indicator  140  is configured to indicate the data access state irrespective of whether the data storage device  100  is powered through the data port  106.",WDC,11782621
39,2023-10-10,g06f009/455,tenant security control of data for application services,25,a system for tenant security control includes an interface and a processor. the interface is configured to receive a request to access shared services; provide a user interface for selecting a shared service of the shared services; and receive a selection of the shared service of the shared services. the processor is configured to determine data associated with the shared service of the shared services; store a shared-service tag indicating the data is associated with the shared service of the shared services and a tenant identifier tag indicating the data is associated with a contributing tenant; transfer the data to a model development system; determine a model using the data transferred to the model development system; and store the model.,WDAY,11782749
40,2023-10-10,g06q010/00,shift design and assignment system,21,"a system for shift design and assignment comprises an interface configured to receive scheduling input data which includes labor demand data, worker data, and scheduling configuration data, and a processor configured to generate a set of shift candidates, determine a set of decision variables, determine a cost function, determine a set of constraints, and determine simultaneously, using a sat, a mp solver, or a mip solver, a subset of the shift candidates selected in a final schedule and a set of shift assignments of which worker is assigned to which selected shift candidate of the subset of the shift candidates such that the hard constraints are fully respected, violations to the soft constraints are minimized, and the cost function is minimized.",WDAY,11783245
41,2023-10-10,h04b017/00,systems and methods of estimating optimal phases to use for individual antennas in an antenna array,20,"a method includes receiving a wireless communication signal indicating that a receiver is within a wireless-power-transmission range of a transmitter. in response to the receiving, the method further includes transmitting a plurality of radio frequency (rf) test signals using at least two test phases for a respective antenna. the method further includes receiving information identifying a first amount of power delivered to the receiver by a first rf test signal transmitted at a first of the at least two test phases, receiving information identifying a second amount of power delivered to the receiver by a second rf test signal transmitted at a second of the at least two test phases, and determining, based on the first and second amounts of power, an optimal phase for the respective antenna.",WATT,11784726
42,2023-10-10,g01n030/60,fitting for fluidic coupling in a chromatography system,18,"a fitting for fluidic coupling in a chromatography system includes a compression screw including an axial bore, a threaded portion, and a drive end, a tube assembly including a tube sleeve and an inner tube disposed through the sleeve, the tube sleeve and the inner tube each extending to an endface of the tube assembly, the tube sleeve including an outer surface, a seal body extending between a first endface and a second endface, the first endface abutting the endface of the tube assembly, the seal body including an outer surface, and a collar secured to the outer surface of the tube sleeve and the outer surface of the seal body. other fittings, methods of manufacture of fittings, and methods of fluidic coupling are further disclosed.",WAT,11782032
43,2023-10-10,c07d498/18,tyk2 pseudokinase ligands,19,"described herein are tyk2 pseudokinase ligands and methods of utilizing tyk2 pseudokinase ligands in the treatment of diseases, disorders or conditions. also described herein are pharmaceutical compositions containing such compounds.",VTYX,11780842
44,2023-10-10,h04w072/566,return link prioritization of selective events on a mobile platform,34,"methods, systems, and devices are described for providing prioritization of real-time data involving forward and return communication links of a vehicle. in embodiments, a multi-user network access terminal serving multiple communication devices on a vehicle via a communication link receives an indication associated with a pre-defined triggering event from a triggering device on a vehicle, identifies real-time data associated with the pre-defined triggering event for transmission via the communication link, prioritizes the real-time data relative to other data associated with the multiple communication devices for transmission via the communication link, and transmits the prioritized real-time data via the communication link. in embodiments, methods, systems, and devices are also described for data prioritization involving network controllers.",VSAT,11785634
45,2023-10-10,g01j001/02,methods and systems for controlling tintable windows with cloud detection,30,methods and systems for controlling tintable windows based on cloud detection.,VIEW,11781903
46,2023-10-10,a61m016/00,"methods, devices, and systems for improved oxygenation patient monitoring, mixing, and delivery",16,a computer implemented method is disclosed for providing adaptive control of a gas mixture for delivery to a patient via a separate external gas blender system. the computer implemented method includes receiving first spo 2  data from a regional oximeter via a regional oximeter interface; determining first pao 2  data using a first lookup table derived from a first sigmoid shaped oxyhemoglobin dissociation curve; determining a first gas mixture value using the first pao 2  data; and transmitting first adaptive feedback control data including the first gas mixture value to the separate external gas blender system via a gas blender interface.,VAPO,11779720
47,2023-10-10,h01l029/778,high electron mobility transistor,10,"a high electron mobility transistor (hemt) includes a buffer layer on a substrate, a barrier layer on the buffer layer, a gate electrode on the barrier layer, a field plate adjacent to two sides of the gate electrode, and a first passivation layer adjacent to two sides of the gate electrode. preferably, a sidewall of the field plate includes a first curve.",UMC,11784238
48,2023-10-10,h10b061/00,semiconductor device and method for fabricating the same,8,a method for fabricating semiconductor device includes the steps of: forming a first magnetic tunneling junction (mtj) and a second mtj on a substrate; forming a first top electrode on the first mtj and a second top electrode on the second mtj; forming a passivation layer on the first mtj and the second mtj; removing part of the passivation layer so that a top surface of all of the remaining passivation layer is lower than a top surface of the first electrode; and forming a ultra low-k (ulk) dielectric layer on the first mtj and the second mtj.,UMC,11785785
49,2023-10-10,h10n070/00,memory device and manufacturing method thereof,19,"a memory device includes a substrate, a memory unit, and a first spacer layer. the memory unit is disposed on the substrate, and the memory unit includes a first electrode, a second electrode, and a memory material layer. the second electrode is disposed above the first electrode in a vertical direction, and the memory material layer is disposed between the first electrode and the second electrode in the vertical direction. the first spacer layer is disposed on a sidewall of the memory unit. the first spacer layer includes a first portion and a second portion. the first portion is disposed on a sidewall of the first electrode, the second portion is disposed on a sidewall of the second electrode, and a thickness of the second portion in a horizontal direction is greater than a thickness of the first portion in the horizontal direction.",UMC,11785867
50,2023-10-10,h01l023/64,method for fabricating metal-insulator-metal capacitor,5,"a method for fabricating a metal-insulator-metal (mim) capacitor is provided. the mim capacitor includes a substrate, a first metal layer, a deposition structure, a dielectric layer and a second metal layer. the first metal layer is disposed on the substate and has a planarized surface. the deposition structure is disposed on the first metal layer, and at least a portion of the deposition structure extends into the planarized surface, wherein the first metal layer and the deposition structure have the same material. the dielectric layer is disposed on the deposition structure. the second metal layer is disposed on the dielectric layer.",UMC,11784214
51,2023-10-10,g06f015/173,using wireless packets to indicate device boot status,20,"an example method for using wireless packets to indicate boot status of a network device is disclosed. the method includes initiating a boot sequence of a network device. the method also includes during at least a portion of the boot sequence, transmitting a first wireless packet comprising data indicating a boot status of the network device, wherein the boot status indicates the network device is booting. the method also includes transmitting a second wireless packet comprising data indicating the boot status of the network device, wherein the boot status indicates the network device has finished booting.",UI,11784900
52,2023-10-10,g08g001/123,light electric vehicle defect management,20,"the present disclosure describes a system for detecting, identifying and addressing a maintenance event for light electric vehicles. the maintenance event may be detected based on rider profile information, riding parameter information and light electric vehicle information. if a maintenance event is detected, a light electric vehicle management system may determine an action that addresses the maintenance event and provide instructions regarding the action to the light electric vehicle and/or one or more individuals that are trained or otherwise certified to address the maintenance event.",UBER,11783641
53,2023-10-10,g01c021/34,state-based autonomous-vehicle operations,20,"the present disclosure is directed to state-based autonomous-vehicle operations. in particular, the methods, devices, and systems of the present disclosure can: determine, based at least in part on one or more actions of a passenger associated with a trip of an autonomous vehicle, a current state of the trip from amongst a plurality of different predefined states of the trip; identify, based at least in part on the current state of the trip, one or more computing devices associated with the passenger; generate, based at least in part on the current state of the trip, data describing one or more interfaces for display by the computing device(s) associated with the passenger; and communicate, to the computing device(s) associated with the passenger, the data describing the interface(s) for display.",UBER,11781873
54,2023-10-10,g05f001/56,current-mode feedforward ripple cancellation,20,"in an example, an apparatus includes an error amplifier, a buffer, a transistor, and a current-mode feedforward ripple canceller (cffrc). the error amplifier has an amplifier output, a first input, and a second input, the error amplifier second input configured to receive a reference voltage. the buffer has a buffer input and a buffer output, the buffer input coupled to the error amplifier output. the transistor has a gate, a source, and a drain, the gate coupled to the buffer output, the drain coupled to the first input. the transistor is configured to receive an input voltage (vin) at the source and provide an output voltage at the drain. the cffrc has a cffrc input and a cffrc output, the cffrc output coupled to the gate, and the cffrc input configured to receive vin.",TXN,11782468
55,2023-10-10,g06f009/30,implied fence on stream open,20,"techniques related to executing a plurality of instructions by a processor comprising receiving a first instruction configured to cause the processor to output a first data value to a first address in a first data cache, outputting, by the processor, the first data value to a second address in a second data cache, receiving a second instruction configured to cause a streaming engine associated with the processor to prefetch data from the first data cache, determining that the first data value has not been outputted from the second data cache to the first data cache, stalling execution of the second instruction, receiving an indication, from the second data cache, that the first data value has been output from the second data cache to the first data cache, and resuming execution of the second instruction based on the received indication.",TXN,11782718
56,2023-10-10,g01s013/58,radar system,20,"aspects of the present disclosure provide for a radar system including a radar ic including a timing engine, a local oscillator, and a modulator. the timing engine is configured to generate one or more chirp control signals. the local oscillator is configured to receive the one or more chirp control signals and generate a frame including a first sequence of chirps according to the one or more chirp control signals. the modulator is configured to modulate the first sequence of chirps to generate a second sequence of chirps so the frame includes the first sequence of chirps and the second sequence of chirps offset by a first frequency value.",TXN,11782148
57,2023-10-10,g01r033/07,hall sensor with dielectric isolation and p-n junction isolation,21,"a microelectronic device has a hall sensor that includes a hall plate in a semiconductor material. the hall sensor includes contact regions in the semiconductor material, contacting the hall plate. the hall sensor includes an isolation structure with a dielectric material contacting the semiconductor material, on at least two opposite sides of each of the contact regions. the isolation structure is laterally separated from the contact regions by gaps. the hall sensor further includes a conductive spacer over the gaps, the conductive spacer being separated from the semiconductor material by an insulating layer.",TXN,11782102
58,2023-10-10,g04f005/14,hermetic vial for quantum transitions detection in electronic devices applications,22,"a physics cell includes a sealed glass vial that contains a high-purity dipolar gas (e.g., ocs) at a low pressure (e.g., between about 0.01 millibar and 0.2 millibar). the vial can be sealed using a laser cutting process that involves only local heating of the vial that does not denature the bulk of the contained gas. one or more electromagnetically translucent windows or vial-end access points provide access to electromagnetic waves launched or received by one or more electromagnetic antennas at a frequency that is adjusted to match the quantum transition frequency of the gas based on a detected maximum absorption frequency. the glass-vial physics cell can be fabricated at lower cost than physics cells fabricated from bonded wafers. multiple vials can be joined by a waveguide in an enclosure so that launch and receive antennas can be provided at a single end of the vials.",TXN,11782392
59,2023-10-10,h04n019/152,low-complexity two-dimensional (2d) separable transform design with transpose buffer management,17,"methods are provided for reducing the size of a transpose buffer used for computation of a two-dimensional (2d) separable transform. scaling factors and clip bit widths determined for a particular transpose buffer size and the expected transform sizes are used to reduce the size of the intermediate results of applying the 2d separable transform. the reduced bit widths of the intermediate results may vary across the intermediate results. in some embodiments, the scaling factors and associated clip bit widths may be adapted during encoding.",TXN,11785224
